dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1918-08-01,31.7,0.742,Jiddah,Saudi Arabia,21.70N,38.94E
1918-09-01,30.278000000000002,0.514,Jiddah,Saudi Arabia,21.70N,38.94E
1918-10-01,29.142,0.674,Jiddah,Saudi Arabia,21.70N,38.94E
1918-11-01,28.281999999999996,0.49,Jiddah,Saudi Arabia,21.70N,38.94E
1918-12-01,25.35,0.396,Jiddah,Saudi Arabia,21.70N,38.94E
1919-01-01,25.113000000000003,0.6559999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1919-02-01,24.458000000000002,0.875,Jiddah,Saudi Arabia,21.70N,38.94E
1919-03-01,25.438,0.963,Jiddah,Saudi Arabia,21.70N,38.94E
1919-04-01,26.645,1.51,Jiddah,Saudi Arabia,21.70N,38.94E
1919-05-01,28.609,1.853,Jiddah,Saudi Arabia,21.70N,38.94E
1919-06-01,29.785,2.495,Jiddah,Saudi Arabia,21.70N,38.94E
1919-07-01,32.429,0.857,Jiddah,Saudi Arabia,21.70N,38.94E
1919-08-01,31.730999999999998,0.769,Jiddah,Saudi Arabia,21.70N,38.94E
1919-09-01,30.581,0.7559999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1919-10-01,29.88,0.961,Jiddah,Saudi Arabia,21.70N,38.94E
1919-11-01,27.924000000000003,1.008,Jiddah,Saudi Arabia,21.70N,38.94E
1919-12-01,24.997,0.743,Jiddah,Saudi Arabia,21.70N,38.94E
1920-01-01,22.449,1.09,Jiddah,Saudi Arabia,21.70N,38.94E
1920-02-01,20.859,1.216,Jiddah,Saudi Arabia,21.70N,38.94E
1920-03-01,23.516,0.895,Jiddah,Saudi Arabia,21.70N,38.94E
1920-04-01,26.015,0.933,Jiddah,Saudi Arabia,21.70N,38.94E
1920-05-01,27.998,0.6990000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1920-06-01,30.287000000000006,0.401,Jiddah,Saudi Arabia,21.70N,38.94E
1920-07-01,31.182,1.173,Jiddah,Saudi Arabia,21.70N,38.94E
1920-08-01,33.02,1.205,Jiddah,Saudi Arabia,21.70N,38.94E
1920-09-01,30.537,0.477,Jiddah,Saudi Arabia,21.70N,38.94E
1920-10-01,29.256,0.503,Jiddah,Saudi Arabia,21.70N,38.94E
1920-11-01,26.904,0.484,Jiddah,Saudi Arabia,21.70N,38.94E
1920-12-01,23.866999999999997,0.556,Jiddah,Saudi Arabia,21.70N,38.94E
1921-01-01,22.271,0.581,Jiddah,Saudi Arabia,21.70N,38.94E
1921-02-01,21.654,0.585,Jiddah,Saudi Arabia,21.70N,38.94E
1921-03-01,22.131999999999998,0.636,Jiddah,Saudi Arabia,21.70N,38.94E
1921-04-01,26.579,0.905,Jiddah,Saudi Arabia,21.70N,38.94E
1921-05-01,27.555,0.755,Jiddah,Saudi Arabia,21.70N,38.94E
1921-06-01,30.361,0.589,Jiddah,Saudi Arabia,21.70N,38.94E
1921-07-01,32.916000000000004,1.384,Jiddah,Saudi Arabia,21.70N,38.94E
1921-08-01,32.569,0.84,Jiddah,Saudi Arabia,21.70N,38.94E
1921-09-01,30.836,0.589,Jiddah,Saudi Arabia,21.70N,38.94E
1921-10-01,28.545,0.695,Jiddah,Saudi Arabia,21.70N,38.94E
1921-11-01,26.65,0.495,Jiddah,Saudi Arabia,21.70N,38.94E
1921-12-01,24.944000000000003,0.473,Jiddah,Saudi Arabia,21.70N,38.94E
1922-01-01,23.54,0.556,Jiddah,Saudi Arabia,21.70N,38.94E
1922-02-01,22.857,0.584,Jiddah,Saudi Arabia,21.70N,38.94E
1922-03-01,23.47,0.4320000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1922-04-01,26.03,0.76,Jiddah,Saudi Arabia,21.70N,38.94E
1922-05-01,28.383000000000003,0.441,Jiddah,Saudi Arabia,21.70N,38.94E
1922-06-01,30.738000000000003,0.5,Jiddah,Saudi Arabia,21.70N,38.94E
1922-07-01,32.157000000000004,1.019,Jiddah,Saudi Arabia,21.70N,38.94E
1922-08-01,32.619,1.261,Jiddah,Saudi Arabia,21.70N,38.94E
1922-09-01,30.584,0.643,Jiddah,Saudi Arabia,21.70N,38.94E
1922-10-01,29.31,0.51,Jiddah,Saudi Arabia,21.70N,38.94E
1922-11-01,28.444000000000006,0.523,Jiddah,Saudi Arabia,21.70N,38.94E
1922-12-01,24.272,0.706,Jiddah,Saudi Arabia,21.70N,38.94E
1923-01-01,24.115,0.6459999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1923-02-01,22.627,0.4270000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1923-03-01,24.005,0.597,Jiddah,Saudi Arabia,21.70N,38.94E
1923-04-01,25.2,0.588,Jiddah,Saudi Arabia,21.70N,38.94E
1923-05-01,28.364,0.467,Jiddah,Saudi Arabia,21.70N,38.94E
1923-06-01,30.964,0.6829999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1923-07-01,31.791999999999998,0.7659999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1923-08-01,31.458000000000002,1.125,Jiddah,Saudi Arabia,21.70N,38.94E
1923-09-01,30.603,0.959,Jiddah,Saudi Arabia,21.70N,38.94E
1923-10-01,29.351999999999997,0.42,Jiddah,Saudi Arabia,21.70N,38.94E
1923-11-01,27.176,0.461,Jiddah,Saudi Arabia,21.70N,38.94E
1923-12-01,25.096999999999998,0.831,Jiddah,Saudi Arabia,21.70N,38.94E
1924-01-01,23.889,0.61,Jiddah,Saudi Arabia,21.70N,38.94E
1924-02-01,23.503,0.493,Jiddah,Saudi Arabia,21.70N,38.94E
1924-03-01,25.395,0.6,Jiddah,Saudi Arabia,21.70N,38.94E
1924-04-01,27.064,0.405,Jiddah,Saudi Arabia,21.70N,38.94E
1924-05-01,28.316999999999997,0.745,Jiddah,Saudi Arabia,21.70N,38.94E
1924-06-01,30.794,0.539,Jiddah,Saudi Arabia,21.70N,38.94E
1924-07-01,32.114000000000004,0.807,Jiddah,Saudi Arabia,21.70N,38.94E
1924-08-01,32.21,0.428,Jiddah,Saudi Arabia,21.70N,38.94E
1924-09-01,31.183000000000003,0.941,Jiddah,Saudi Arabia,21.70N,38.94E
1924-10-01,29.015,0.7559999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1924-11-01,27.451999999999998,0.742,Jiddah,Saudi Arabia,21.70N,38.94E
1924-12-01,24.994,0.625,Jiddah,Saudi Arabia,21.70N,38.94E
1925-01-01,21.435,0.813,Jiddah,Saudi Arabia,21.70N,38.94E
1925-02-01,21.287,0.871,Jiddah,Saudi Arabia,21.70N,38.94E
1925-03-01,25.093000000000004,0.86,Jiddah,Saudi Arabia,21.70N,38.94E
1925-04-01,26.366,0.628,Jiddah,Saudi Arabia,21.70N,38.94E
1925-05-01,29.1,0.684,Jiddah,Saudi Arabia,21.70N,38.94E
1925-06-01,29.880000000000006,0.708,Jiddah,Saudi Arabia,21.70N,38.94E
1925-07-01,31.276999999999997,1.008,Jiddah,Saudi Arabia,21.70N,38.94E
1925-08-01,32.06,0.54,Jiddah,Saudi Arabia,21.70N,38.94E
1925-09-01,31.256,0.627,Jiddah,Saudi Arabia,21.70N,38.94E
1925-10-01,29.585,0.423,Jiddah,Saudi Arabia,21.70N,38.94E
1925-11-01,27.514000000000006,0.821,Jiddah,Saudi Arabia,21.70N,38.94E
1925-12-01,25.561999999999998,0.809,Jiddah,Saudi Arabia,21.70N,38.94E
1926-01-01,23.028000000000002,0.541,Jiddah,Saudi Arabia,21.70N,38.94E
1926-02-01,22.840999999999998,0.447,Jiddah,Saudi Arabia,21.70N,38.94E
1926-03-01,23.502,0.609,Jiddah,Saudi Arabia,21.70N,38.94E
1926-04-01,25.894,0.72,Jiddah,Saudi Arabia,21.70N,38.94E
1926-05-01,29.769000000000002,0.677,Jiddah,Saudi Arabia,21.70N,38.94E
1926-06-01,30.726999999999997,0.546,Jiddah,Saudi Arabia,21.70N,38.94E
1926-07-01,31.695999999999998,0.909,Jiddah,Saudi Arabia,21.70N,38.94E
1926-08-01,31.730999999999998,0.556,Jiddah,Saudi Arabia,21.70N,38.94E
1926-09-01,29.958000000000002,0.382,Jiddah,Saudi Arabia,21.70N,38.94E
1926-10-01,28.724,0.633,Jiddah,Saudi Arabia,21.70N,38.94E
1926-11-01,27.329,0.5920000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1926-12-01,24.627,0.43,Jiddah,Saudi Arabia,21.70N,38.94E
1927-01-01,24.186,0.877,Jiddah,Saudi Arabia,21.70N,38.94E
1927-02-01,22.026,0.495,Jiddah,Saudi Arabia,21.70N,38.94E
1927-03-01,24.213,0.596,Jiddah,Saudi Arabia,21.70N,38.94E
1927-04-01,24.712,0.429,Jiddah,Saudi Arabia,21.70N,38.94E
1927-05-01,29.338,0.57,Jiddah,Saudi Arabia,21.70N,38.94E
1927-06-01,30.607,0.662,Jiddah,Saudi Arabia,21.70N,38.94E
1927-07-01,32.172000000000004,0.745,Jiddah,Saudi Arabia,21.70N,38.94E
1927-08-01,32.36,0.6829999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1927-09-01,31.018,0.551,Jiddah,Saudi Arabia,21.70N,38.94E
1927-10-01,30.125999999999998,1.048,Jiddah,Saudi Arabia,21.70N,38.94E
1927-11-01,27.826,0.655,Jiddah,Saudi Arabia,21.70N,38.94E
1927-12-01,26.168000000000003,0.7390000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1928-01-01,25.165,0.7290000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1928-02-01,23.619,0.856,Jiddah,Saudi Arabia,21.70N,38.94E
1928-03-01,24.811999999999998,1.216,Jiddah,Saudi Arabia,21.70N,38.94E
1928-04-01,27.521,0.961,Jiddah,Saudi Arabia,21.70N,38.94E
1928-05-01,30.09,0.953,Jiddah,Saudi Arabia,21.70N,38.94E
1928-06-01,30.552,0.672,Jiddah,Saudi Arabia,21.70N,38.94E
1928-07-01,31.373,0.7609999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1928-08-01,32.396,0.8170000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1928-09-01,31.467,0.7390000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1928-10-01,28.954,0.6459999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1928-11-01,26.835,0.451,Jiddah,Saudi Arabia,21.70N,38.94E
1928-12-01,25.228,0.638,Jiddah,Saudi Arabia,21.70N,38.94E
1929-01-01,23.915,0.833,Jiddah,Saudi Arabia,21.70N,38.94E
1929-02-01,23.955,0.6759999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1929-03-01,24.113000000000003,0.604,Jiddah,Saudi Arabia,21.70N,38.94E
1929-04-01,26.698,0.7090000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1929-05-01,30.464000000000002,0.7809999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1929-06-01,30.345,0.727,Jiddah,Saudi Arabia,21.70N,38.94E
1929-07-01,31.426,1.822,Jiddah,Saudi Arabia,21.70N,38.94E
1929-08-01,32.262,0.815,Jiddah,Saudi Arabia,21.70N,38.94E
1929-09-01,31.546,0.69,Jiddah,Saudi Arabia,21.70N,38.94E
1929-10-01,28.628,0.455,Jiddah,Saudi Arabia,21.70N,38.94E
1929-11-01,27.820999999999998,0.6679999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1929-12-01,24.465999999999998,1.054,Jiddah,Saudi Arabia,21.70N,38.94E
1930-01-01,22.101,1.139,Jiddah,Saudi Arabia,21.70N,38.94E
1930-02-01,23.225,0.841,Jiddah,Saudi Arabia,21.70N,38.94E
1930-03-01,23.701999999999998,0.731,Jiddah,Saudi Arabia,21.70N,38.94E
1930-04-01,26.379,0.505,Jiddah,Saudi Arabia,21.70N,38.94E
1930-05-01,28.667,0.5379999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1930-06-01,30.803,1.231,Jiddah,Saudi Arabia,21.70N,38.94E
1930-07-01,31.623,0.545,Jiddah,Saudi Arabia,21.70N,38.94E
1930-08-01,32.922,1.4280000000000002,Jiddah,Saudi Arabia,21.70N,38.94E
1930-09-01,31.226,0.4970000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1930-10-01,29.209,1.378,Jiddah,Saudi Arabia,21.70N,38.94E
1930-11-01,27.430999999999997,0.605,Jiddah,Saudi Arabia,21.70N,38.94E
1930-12-01,26.17,0.7340000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1931-01-01,24.536,0.745,Jiddah,Saudi Arabia,21.70N,38.94E
1931-02-01,23.875999999999998,0.536,Jiddah,Saudi Arabia,21.70N,38.94E
1931-03-01,24.646,0.458,Jiddah,Saudi Arabia,21.70N,38.94E
1931-04-01,26.493,0.349,Jiddah,Saudi Arabia,21.70N,38.94E
1931-05-01,28.695,0.336,Jiddah,Saudi Arabia,21.70N,38.94E
1931-06-01,30.199,0.478,Jiddah,Saudi Arabia,21.70N,38.94E
1931-07-01,31.881999999999998,0.667,Jiddah,Saudi Arabia,21.70N,38.94E
1931-08-01,32.318000000000005,1.533,Jiddah,Saudi Arabia,21.70N,38.94E
1931-09-01,31.785999999999998,0.532,Jiddah,Saudi Arabia,21.70N,38.94E
1931-10-01,29.748,0.512,Jiddah,Saudi Arabia,21.70N,38.94E
1931-11-01,27.383000000000006,0.537,Jiddah,Saudi Arabia,21.70N,38.94E
1931-12-01,24.397,0.674,Jiddah,Saudi Arabia,21.70N,38.94E
1932-01-01,22.840999999999998,0.6579999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1932-02-01,23.133000000000003,0.591,Jiddah,Saudi Arabia,21.70N,38.94E
1932-03-01,24.884,0.723,Jiddah,Saudi Arabia,21.70N,38.94E
1932-04-01,25.68,0.6579999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1932-05-01,27.679000000000002,0.42,Jiddah,Saudi Arabia,21.70N,38.94E
1932-06-01,30.631,1.0759999999999998,Jiddah,Saudi Arabia,21.70N,38.94E
1932-07-01,31.851999999999997,0.5720000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1932-08-01,32.227,0.637,Jiddah,Saudi Arabia,21.70N,38.94E
1932-09-01,30.416999999999998,0.435,Jiddah,Saudi Arabia,21.70N,38.94E
1932-10-01,29.766,0.91,Jiddah,Saudi Arabia,21.70N,38.94E
1932-11-01,27.712,0.537,Jiddah,Saudi Arabia,21.70N,38.94E
1932-12-01,23.878,0.521,Jiddah,Saudi Arabia,21.70N,38.94E
1933-01-01,23.358,0.721,Jiddah,Saudi Arabia,21.70N,38.94E
1933-02-01,23.476999999999997,0.643,Jiddah,Saudi Arabia,21.70N,38.94E
1933-03-01,24.435,0.6829999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1933-04-01,24.599,0.725,Jiddah,Saudi Arabia,21.70N,38.94E
1933-05-01,28.891,0.398,Jiddah,Saudi Arabia,21.70N,38.94E
1933-06-01,30.781,0.75,Jiddah,Saudi Arabia,21.70N,38.94E
1933-07-01,30.4,0.705,Jiddah,Saudi Arabia,21.70N,38.94E
1933-08-01,31.708000000000002,0.61,Jiddah,Saudi Arabia,21.70N,38.94E
1933-09-01,29.926,0.386,Jiddah,Saudi Arabia,21.70N,38.94E
1933-10-01,27.865,0.556,Jiddah,Saudi Arabia,21.70N,38.94E
1933-11-01,26.854000000000006,0.8959999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1933-12-01,25.78,1.0759999999999998,Jiddah,Saudi Arabia,21.70N,38.94E
1934-01-01,23.773000000000003,0.934,Jiddah,Saudi Arabia,21.70N,38.94E
1934-02-01,21.508000000000003,0.65,Jiddah,Saudi Arabia,21.70N,38.94E
1934-03-01,23.793000000000003,0.705,Jiddah,Saudi Arabia,21.70N,38.94E
1934-04-01,26.32,0.665,Jiddah,Saudi Arabia,21.70N,38.94E
1934-05-01,29.108,0.496,Jiddah,Saudi Arabia,21.70N,38.94E
1934-06-01,31.238000000000003,1.014,Jiddah,Saudi Arabia,21.70N,38.94E
1934-07-01,31.259,0.624,Jiddah,Saudi Arabia,21.70N,38.94E
1934-08-01,31.884,1.112,Jiddah,Saudi Arabia,21.70N,38.94E
1934-09-01,30.636,0.423,Jiddah,Saudi Arabia,21.70N,38.94E
1934-10-01,29.357,1.065,Jiddah,Saudi Arabia,21.70N,38.94E
1934-11-01,27.589,0.879,Jiddah,Saudi Arabia,21.70N,38.94E
1934-12-01,24.823,0.772,Jiddah,Saudi Arabia,21.70N,38.94E
1935-01-01,24.553,0.959,Jiddah,Saudi Arabia,21.70N,38.94E
1935-02-01,22.772,0.898,Jiddah,Saudi Arabia,21.70N,38.94E
1935-03-01,25.404,1.28,Jiddah,Saudi Arabia,21.70N,38.94E
1935-04-01,25.14,0.418,Jiddah,Saudi Arabia,21.70N,38.94E
1935-05-01,29.206999999999997,1.028,Jiddah,Saudi Arabia,21.70N,38.94E
1935-06-01,31.576,0.6609999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1935-07-01,31.201999999999998,0.898,Jiddah,Saudi Arabia,21.70N,38.94E
1935-08-01,32.214,0.6970000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1935-09-01,31.244,0.511,Jiddah,Saudi Arabia,21.70N,38.94E
1935-10-01,29.095,0.7509999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1935-11-01,27.093000000000004,0.672,Jiddah,Saudi Arabia,21.70N,38.94E
1935-12-01,25.323,0.6579999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1936-01-01,23.041,0.993,Jiddah,Saudi Arabia,21.70N,38.94E
1936-02-01,23.865,0.6859999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1936-03-01,25.612,0.979,Jiddah,Saudi Arabia,21.70N,38.94E
1936-04-01,27.239,1.123,Jiddah,Saudi Arabia,21.70N,38.94E
1936-05-01,29.106,0.906,Jiddah,Saudi Arabia,21.70N,38.94E
1936-06-01,29.794,0.953,Jiddah,Saudi Arabia,21.70N,38.94E
1936-07-01,31.483,0.7440000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1936-08-01,32.887,0.885,Jiddah,Saudi Arabia,21.70N,38.94E
1936-09-01,30.028000000000002,0.996,Jiddah,Saudi Arabia,21.70N,38.94E
1936-10-01,29.361,1.17,Jiddah,Saudi Arabia,21.70N,38.94E
1936-11-01,27.763,0.657,Jiddah,Saudi Arabia,21.70N,38.94E
1936-12-01,24.094,0.5329999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1937-01-01,21.685,1.217,Jiddah,Saudi Arabia,21.70N,38.94E
1937-02-01,22.927,0.895,Jiddah,Saudi Arabia,21.70N,38.94E
1937-03-01,24.643,0.6970000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1937-04-01,27.084,0.728,Jiddah,Saudi Arabia,21.70N,38.94E
1937-05-01,28.865,0.855,Jiddah,Saudi Arabia,21.70N,38.94E
1937-06-01,30.11,0.657,Jiddah,Saudi Arabia,21.70N,38.94E
1937-07-01,31.404,0.826,Jiddah,Saudi Arabia,21.70N,38.94E
1937-08-01,31.51,0.5529999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1937-09-01,31.381999999999998,0.855,Jiddah,Saudi Arabia,21.70N,38.94E
1937-10-01,29.805999999999997,0.591,Jiddah,Saudi Arabia,21.70N,38.94E
1937-11-01,27.996,1.225,Jiddah,Saudi Arabia,21.70N,38.94E
1937-12-01,25.232,0.645,Jiddah,Saudi Arabia,21.70N,38.94E
1938-01-01,23.736,0.465,Jiddah,Saudi Arabia,21.70N,38.94E
1938-02-01,22.935,0.927,Jiddah,Saudi Arabia,21.70N,38.94E
1938-03-01,21.8,0.485,Jiddah,Saudi Arabia,21.70N,38.94E
1938-04-01,26.479,1.121,Jiddah,Saudi Arabia,21.70N,38.94E
1938-05-01,28.029,0.604,Jiddah,Saudi Arabia,21.70N,38.94E
1938-06-01,28.802,1.5519999999999998,Jiddah,Saudi Arabia,21.70N,38.94E
1938-07-01,31.644,1.038,Jiddah,Saudi Arabia,21.70N,38.94E
1938-08-01,32.915,2.544,Jiddah,Saudi Arabia,21.70N,38.94E
1938-09-01,31.66,1.36,Jiddah,Saudi Arabia,21.70N,38.94E
1938-10-01,28.307,0.489,Jiddah,Saudi Arabia,21.70N,38.94E
1938-11-01,26.773000000000003,0.348,Jiddah,Saudi Arabia,21.70N,38.94E
1938-12-01,25.636,1.226,Jiddah,Saudi Arabia,21.70N,38.94E
1939-01-01,23.533,0.6,Jiddah,Saudi Arabia,21.70N,38.94E
1939-02-01,22.322,0.445,Jiddah,Saudi Arabia,21.70N,38.94E
1939-03-01,24.299,0.679,Jiddah,Saudi Arabia,21.70N,38.94E
1939-04-01,26.006999999999998,0.623,Jiddah,Saudi Arabia,21.70N,38.94E
1939-05-01,29.857,0.741,Jiddah,Saudi Arabia,21.70N,38.94E
1939-06-01,30.261000000000006,0.855,Jiddah,Saudi Arabia,21.70N,38.94E
1939-07-01,31.377,0.655,Jiddah,Saudi Arabia,21.70N,38.94E
1939-08-01,31.749000000000002,0.615,Jiddah,Saudi Arabia,21.70N,38.94E
1939-09-01,31.61,0.5539999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1939-10-01,30.511999999999997,0.7290000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1939-11-01,27.256,0.691,Jiddah,Saudi Arabia,21.70N,38.94E
1939-12-01,25.74,0.645,Jiddah,Saudi Arabia,21.70N,38.94E
1940-01-01,24.283,0.831,Jiddah,Saudi Arabia,21.70N,38.94E
1940-02-01,24.606,0.639,Jiddah,Saudi Arabia,21.70N,38.94E
1940-03-01,23.305999999999997,0.585,Jiddah,Saudi Arabia,21.70N,38.94E
1940-04-01,27.245,0.8809999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1940-05-01,29.486,0.597,Jiddah,Saudi Arabia,21.70N,38.94E
1940-06-01,31.493,0.79,Jiddah,Saudi Arabia,21.70N,38.94E
1940-07-01,31.525,0.636,Jiddah,Saudi Arabia,21.70N,38.94E
1940-08-01,31.342,0.591,Jiddah,Saudi Arabia,21.70N,38.94E
1940-09-01,30.33,0.889,Jiddah,Saudi Arabia,21.70N,38.94E
1940-10-01,29.701999999999998,0.579,Jiddah,Saudi Arabia,21.70N,38.94E
1940-11-01,26.645000000000003,0.8009999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1940-12-01,26.006,0.973,Jiddah,Saudi Arabia,21.70N,38.94E
1941-01-01,24.901999999999997,0.633,Jiddah,Saudi Arabia,21.70N,38.94E
1941-02-01,24.491999999999997,0.6659999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1941-03-01,24.648000000000003,0.627,Jiddah,Saudi Arabia,21.70N,38.94E
1941-04-01,26.628,0.512,Jiddah,Saudi Arabia,21.70N,38.94E
1941-05-01,30.629,0.733,Jiddah,Saudi Arabia,21.70N,38.94E
1941-06-01,30.838,0.746,Jiddah,Saudi Arabia,21.70N,38.94E
1941-07-01,31.487,1.814,Jiddah,Saudi Arabia,21.70N,38.94E
1941-08-01,32.064,0.43,Jiddah,Saudi Arabia,21.70N,38.94E
1941-09-01,30.787,0.763,Jiddah,Saudi Arabia,21.70N,38.94E
1941-10-01,28.553,0.633,Jiddah,Saudi Arabia,21.70N,38.94E
1941-11-01,28.566000000000006,0.823,Jiddah,Saudi Arabia,21.70N,38.94E
1941-12-01,23.72,0.8009999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1942-01-01,23.64,0.91,Jiddah,Saudi Arabia,21.70N,38.94E
1942-02-01,24.7,0.7659999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1942-03-01,25.415,0.6920000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1942-04-01,27.105,1.524,Jiddah,Saudi Arabia,21.70N,38.94E
1942-05-01,29.616999999999997,0.726,Jiddah,Saudi Arabia,21.70N,38.94E
1942-06-01,30.984,0.79,Jiddah,Saudi Arabia,21.70N,38.94E
1942-07-01,31.221999999999998,0.73,Jiddah,Saudi Arabia,21.70N,38.94E
1942-08-01,31.818,0.363,Jiddah,Saudi Arabia,21.70N,38.94E
1942-09-01,30.096,0.196,Jiddah,Saudi Arabia,21.70N,38.94E
1942-10-01,29.493000000000002,0.304,Jiddah,Saudi Arabia,21.70N,38.94E
1942-11-01,28.311,0.388,Jiddah,Saudi Arabia,21.70N,38.94E
1942-12-01,25.754,0.623,Jiddah,Saudi Arabia,21.70N,38.94E
1943-01-01,23.858,0.478,Jiddah,Saudi Arabia,21.70N,38.94E
1943-02-01,22.090999999999998,0.501,Jiddah,Saudi Arabia,21.70N,38.94E
1943-03-01,22.514,0.34600000000000003,Jiddah,Saudi Arabia,21.70N,38.94E
1943-04-01,23.691999999999997,0.7959999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1943-05-01,28.2,0.882,Jiddah,Saudi Arabia,21.70N,38.94E
1943-06-01,28.447000000000006,0.908,Jiddah,Saudi Arabia,21.70N,38.94E
1943-07-01,31.185,0.41,Jiddah,Saudi Arabia,21.70N,38.94E
1943-08-01,30.748,2.523,Jiddah,Saudi Arabia,21.70N,38.94E
1943-09-01,30.877,0.528,Jiddah,Saudi Arabia,21.70N,38.94E
1943-10-01,29.429,0.624,Jiddah,Saudi Arabia,21.70N,38.94E
1943-11-01,28.66,0.8420000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1943-12-01,26.471,0.6,Jiddah,Saudi Arabia,21.70N,38.94E
1944-01-01,23.334,0.65,Jiddah,Saudi Arabia,21.70N,38.94E
1944-02-01,22.788,0.685,Jiddah,Saudi Arabia,21.70N,38.94E
1944-03-01,25.594,0.823,Jiddah,Saudi Arabia,21.70N,38.94E
1944-04-01,26.413,0.484,Jiddah,Saudi Arabia,21.70N,38.94E
1944-05-01,28.369,0.488,Jiddah,Saudi Arabia,21.70N,38.94E
1944-06-01,31.41,0.525,Jiddah,Saudi Arabia,21.70N,38.94E
1944-07-01,31.248,0.508,Jiddah,Saudi Arabia,21.70N,38.94E
1944-08-01,31.987,0.7879999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1944-09-01,30.781,0.411,Jiddah,Saudi Arabia,21.70N,38.94E
1944-10-01,29.758000000000003,0.438,Jiddah,Saudi Arabia,21.70N,38.94E
1944-11-01,27.266,0.5760000000000001,Jiddah,Saudi Arabia,21.70N,38.94E
1944-12-01,25.398000000000003,0.627,Jiddah,Saudi Arabia,21.70N,38.94E
1945-01-01,24.401999999999997,0.794,Jiddah,Saudi Arabia,21.70N,38.94E
1945-02-01,22.138,0.69,Jiddah,Saudi Arabia,21.70N,38.94E
1945-03-01,22.641,0.485,Jiddah,Saudi Arabia,21.70N,38.94E
1945-04-01,25.6,0.595,Jiddah,Saudi Arabia,21.70N,38.94E
1945-05-01,29.51,0.8809999999999999,Jiddah,Saudi Arabia,21.70N,38.94E
1945-06-01,30.154,0.813,Jiddah,Saudi Arabia,21.70N,38.94E
1945-07-01,31.746,1.042,Jiddah,Saudi Arabia,21.70N,38.94E
1945-08-01,32.288000000000004,0.495,Jiddah,Saudi Arabia,21.70N,38.94E
1945-09-01,31.374000000000002,0.421,Jiddah,Saudi Arabia,21.70N,38.94E
1945-10-01,29.122,0.591,Jiddah,Saudi Arabia,21.70N,38.94E
1945-11-01,27.853,0.455,Jiddah,Saudi Arabia,21.70N,38.94E
1945-12-01,24.926,0.49,Jiddah,Saudi Arabia,21.70N,38.94E
1946-01-01,23.871,0.47,Jiddah,Saudi Arabia,21.70N,38.94E
1946-02-01,21.814,0.42,Jiddah,Saudi Arabia,21.70N,38.94E
1946-03-01,23.311,0.608,Jiddah,Saudi Arabia,21.70N,38.94E
