dt;AverageTemperature;AverageTemperatureUncertainty;Country
09/1932;0.028067;0.415;Montserrat
10/1932;0.027004999999999998;0.92;Montserrat
11/1932;0.026315;0.589;Montserrat
12/1932;0.025248;0.461;Montserrat
01/1933;0.024527999999999998;0.357;Montserrat
02/1933;0.024259;0.349;Montserrat
03/1933;0.025433000000000004;0.328;Montserrat
04/1933;0.025675;0.417;Montserrat
05/1933;0.026997;0.242;Montserrat
06/1933;0.027263000000000003;0.47;Montserrat
07/1933;0.027437999999999997;0.8220000000000001;Montserrat
08/1933;0.027529;0.792;Montserrat
09/1933;0.026758000000000004;1.108;Montserrat
10/1933;0.026867000000000002;0.201;Montserrat
11/1933;0.02603;0.901;Montserrat
12/1933;0.024995999999999997;0.501;Montserrat
01/1934;0.024488000000000003;0.357;Montserrat
02/1934;0.024512;0.412;Montserrat
03/1934;0.024609000000000002;0.274;Montserrat
04/1934;0.025344000000000002;0.223;Montserrat
05/1934;0.026238000000000004;0.347;Montserrat
06/1934;0.027031;0.952;Montserrat
07/1934;0.027319000000000003;0.457;Montserrat
08/1934;0.027463;0.282;Montserrat
09/1934;0.027158;0.37;Montserrat
10/1934;0.027331;0.217;Montserrat
11/1934;0.026456;0.295;Montserrat
12/1934;0.0256;0.6609999999999999;Montserrat
01/1935;0.024685;0.308;Montserrat
02/1935;0.024907;0.48;Montserrat
03/1935;0.025002;0.7979999999999999;Montserrat
04/1935;0.025663000000000002;0.675;Montserrat
05/1935;0.026420000000000003;0.244;Montserrat
06/1935;0.027321;0.579;Montserrat
07/1935;0.027599;0.231;Montserrat
08/1935;0.027703000000000002;0.511;Montserrat
09/1935;0.027414;0.5329999999999999;Montserrat
10/1935;0.026638000000000002;0.3670000000000001;Montserrat
11/1935;0.026455;0.422;Montserrat
12/1935;0.025569;0.8590000000000001;Montserrat
01/1936;0.025027999999999998;0.68;Montserrat
02/1936;0.024703000000000003;0.677;Montserrat
03/1936;0.0252;0.657;Montserrat
04/1936;0.025981;0.527;Montserrat
05/1936;0.026834000000000004;0.453;Montserrat
06/1936;0.027542;0.414;Montserrat
07/1936;0.027423;0.472;Montserrat
08/1936;0.027393999999999998;0.177;Montserrat
09/1936;0.027116;0.562;Montserrat
10/1936;0.026388;0.594;Montserrat
11/1936;0.026375;0.322;Montserrat
12/1936;0.025416;0.484;Montserrat
01/1937;0.024257;0.546;Montserrat
02/1937;0.024018;0.338;Montserrat
03/1937;0.025326;0.488;Montserrat
04/1937;0.025476;0.273;Montserrat
05/1937;0.026843000000000002;0.301;Montserrat
06/1937;0.027815000000000003;0.261;Montserrat
07/1937;0.028279;0.292;Montserrat
08/1937;0.028044;0.31;Montserrat
09/1937;0.028207;0.273;Montserrat
10/1937;0.027264;0.282;Montserrat
11/1937;0.027315000000000002;0.283;Montserrat
12/1937;0.025701;0.362;Montserrat
01/1938;0.024535;0.354;Montserrat
02/1938;0.024178;0.244;Montserrat
03/1938;0.024945000000000002;0.381;Montserrat
04/1938;0.025073;0.363;Montserrat
05/1938;0.027062000000000003;0.67;Montserrat
06/1938;0.026936;0.249;Montserrat
07/1938;0.027212;0.297;Montserrat
08/1938;0.027511;0.3229999999999999;Montserrat
09/1938;0.027378;0.261;Montserrat
10/1938;0.027114;0.245;Montserrat
11/1938;0.025969000000000002;0.29;Montserrat
12/1938;0.02557;0.201;Montserrat
01/1939;0.024679;0.4320000000000001;Montserrat
02/1939;0.024482;0.531;Montserrat
03/1939;0.024530999999999997;0.172;Montserrat
04/1939;0.025646000000000002;0.633;Montserrat
05/1939;0.02638000000000001;0.383;Montserrat
06/1939;0.02723;0.168;Montserrat
07/1939;0.027712;0.314;Montserrat
08/1939;0.028094;0.307;Montserrat
09/1939;0.028152999999999997;0.234;Montserrat
10/1939;0.027219999999999998;0.265;Montserrat
11/1939;0.026556;0.23;Montserrat
12/1939;0.026011;0.314;Montserrat
01/1940;0.025224;0.434;Montserrat
02/1940;0.025171;0.227;Montserrat
03/1940;0.025597;0.232;Montserrat
04/1940;0.026232;0.37;Montserrat
05/1940;0.02693;0.38;Montserrat
06/1940;0.027497;0.238;Montserrat
07/1940;0.027891;0.253;Montserrat
08/1940;0.028256;0.245;Montserrat
09/1940;0.027787;0.231;Montserrat
10/1940;0.027490999999999998;0.329;Montserrat
11/1940;0.026693;0.446;Montserrat
12/1940;0.02557;0.366;Montserrat
01/1941;0.025171;0.365;Montserrat
02/1941;0.025834;0.267;Montserrat
03/1941;0.026195;0.696;Montserrat
04/1941;0.026479;0.228;Montserrat
05/1941;0.027134000000000002;0.536;Montserrat
06/1941;0.027549;0.203;Montserrat
07/1941;0.027469999999999998;0.206;Montserrat
08/1941;0.028116;0.348;Montserrat
09/1941;0.027794;0.287;Montserrat
10/1941;0.027517;0.386;Montserrat
11/1941;0.027129;0.524;Montserrat
12/1941;0.025973000000000003;0.736;Montserrat
01/1942;0.02548;0.186;Montserrat
02/1942;0.025386;0.242;Montserrat
03/1942;0.025993;0.296;Montserrat
04/1942;0.026255;0.344;Montserrat
05/1942;0.027329;0.281;Montserrat
06/1942;0.027734;0.389;Montserrat
07/1942;0.027856000000000002;0.423;Montserrat
08/1942;0.027755;0.361;Montserrat
09/1942;0.02775;0.301;Montserrat
10/1942;0.027465;0.3720000000000001;Montserrat
11/1942;0.026515;0.452;Montserrat
12/1942;0.025845;0.327;Montserrat
01/1943;0.024997;0.203;Montserrat
02/1943;0.024975;0.277;Montserrat
03/1943;0.024953000000000003;0.259;Montserrat
04/1943;0.025748;0.257;Montserrat
05/1943;0.02609800000000001;0.319;Montserrat
06/1943;0.02678;0.388;Montserrat
07/1943;0.027509;0.343;Montserrat
08/1943;0.027558000000000003;0.314;Montserrat
09/1943;0.027646;0.342;Montserrat
10/1943;0.027118;0.279;Montserrat
11/1943;0.026567;0.213;Montserrat
12/1943;0.025558000000000004;0.259;Montserrat
01/1944;0.024933000000000004;0.246;Montserrat
02/1944;0.024736;0.356;Montserrat
03/1944;0.02519;0.414;Montserrat
04/1944;0.025948;0.32;Montserrat
05/1944;0.026420000000000003;0.465;Montserrat
06/1944;0.027429;0.269;Montserrat
07/1944;0.027699;0.264;Montserrat
08/1944;0.027779;0.384;Montserrat
09/1944;0.027526;0.312;Montserrat
10/1944;0.027029;0.334;Montserrat
11/1944;0.026354;0.369;Montserrat
12/1944;0.025407;0.308;Montserrat
01/1945;0.024396;0.7040000000000001;Montserrat
02/1945;0.024581;0.501;Montserrat
03/1945;0.024745999999999997;0.496;Montserrat
04/1945;0.025085999999999997;0.247;Montserrat
05/1945;0.026139000000000006;0.523;Montserrat
06/1945;0.027294;0.564;Montserrat
07/1945;0.027538;0.473;Montserrat
08/1945;0.027527;0.522;Montserrat
09/1945;0.027364999999999997;0.399;Montserrat
10/1945;0.026747;0.183;Montserrat
11/1945;0.026169;0.284;Montserrat
12/1945;0.025568;0.224;Montserrat
01/1946;0.02489;0.214;Montserrat
02/1946;0.024401;0.3;Montserrat
03/1946;0.025136;0.488;Montserrat
04/1946;0.025563;0.173;Montserrat
05/1946;0.026751;0.7120000000000001;Montserrat
06/1946;0.027386;0.386;Montserrat
07/1946;0.027757;0.337;Montserrat
08/1946;0.027832;0.287;Montserrat
09/1946;0.027232;0.329;Montserrat
10/1946;0.027287;0.468;Montserrat
11/1946;0.026616;0.29;Montserrat
12/1946;0.025549;0.239;Montserrat
01/1947;0.025005;0.341;Montserrat
02/1947;0.025515999999999997;0.436;Montserrat
03/1947;0.026294;0.3720000000000001;Montserrat
04/1947;0.026117;0.396;Montserrat
05/1947;0.026574;0.6509999999999999;Montserrat
06/1947;0.027678;0.426;Montserrat
07/1947;0.027894;0.299;Montserrat
08/1947;0.028158000000000002;0.369;Montserrat
09/1947;0.02773;0.231;Montserrat
10/1947;0.027321;0.249;Montserrat
11/1947;0.026633000000000007;0.262;Montserrat
12/1947;0.025905;0.314;Montserrat
01/1948;0.025335999999999997;0.17;Montserrat
02/1948;0.024896;0.134;Montserrat
03/1948;0.024805;0.248;Montserrat
04/1948;0.025521000000000002;0.322;Montserrat
05/1948;0.027197000000000006;0.159;Montserrat
06/1948;0.027944000000000004;0.14;Montserrat
07/1948;0.028022;0.33;Montserrat
08/1948;0.028059;0.283;Montserrat
09/1948;0.027596;0.266;Montserrat
10/1948;0.026868;0.155;Montserrat
11/1948;0.026624;0.266;Montserrat
12/1948;0.025508000000000003;0.338;Montserrat
01/1949;0.024384;0.541;Montserrat
02/1949;0.024318000000000003;0.279;Montserrat
03/1949;0.024915;0.234;Montserrat
04/1949;0.025719000000000002;0.287;Montserrat
05/1949;0.026779;0.315;Montserrat
06/1949;0.027249;0.316;Montserrat
07/1949;0.027504;0.725;Montserrat
08/1949;0.028066;0.338;Montserrat
09/1949;0.027313;0.299;Montserrat
10/1949;0.026622;0.33;Montserrat
11/1949;0.026305;0.402;Montserrat
12/1949;0.024919;0.313;Montserrat
01/1950;0.023669;0.121;Montserrat
02/1950;0.024417;0.37;Montserrat
03/1950;0.024492;0.189;Montserrat
04/1950;0.025018000000000002;0.366;Montserrat
05/1950;0.026208;0.294;Montserrat
06/1950;0.026898000000000002;0.58;Montserrat
07/1950;0.027675;0.235;Montserrat
08/1950;0.027773000000000003;0.414;Montserrat
09/1950;0.027511;0.1639999999999999;Montserrat
10/1950;0.026716999999999998;0.256;Montserrat
11/1950;0.026285;0.18;Montserrat
12/1950;0.025152;0.328;Montserrat
01/1951;0.024317000000000002;0.254;Montserrat
02/1951;0.024243999999999998;0.213;Montserrat
03/1951;0.024246;0.481;Montserrat
04/1951;0.026229;0.247;Montserrat
05/1951;0.027309;0.359;Montserrat
06/1951;0.027649;0.408;Montserrat
07/1951;0.027759;0.26;Montserrat
08/1951;0.028186;0.246;Montserrat
09/1951;0.027915;0.324;Montserrat
10/1951;0.027275999999999998;0.242;Montserrat
11/1951;0.026934;0.223;Montserrat
12/1951;0.025786;0.266;Montserrat
01/1952;0.024687;0.515;Montserrat
02/1952;0.025151;0.237;Montserrat
03/1952;0.025619;0.312;Montserrat
04/1952;0.026418000000000004;0.138;Montserrat
05/1952;0.027485000000000006;0.21;Montserrat
06/1952;0.027961;0.194;Montserrat
07/1952;0.027601;0.265;Montserrat
08/1952;0.028128;0.225;Montserrat
09/1952;0.027764;0.278;Montserrat
10/1952;0.027571000000000002;0.238;Montserrat
11/1952;0.026504;0.211;Montserrat
12/1952;0.0251;0.293;Montserrat
01/1953;0.024964;0.207;Montserrat
02/1953;0.025158999999999997;0.221;Montserrat
03/1953;0.025276;0.316;Montserrat
04/1953;0.026411999999999998;0.295;Montserrat
05/1953;0.02741200000000001;0.6859999999999999;Montserrat
06/1953;0.027824;0.3670000000000001;Montserrat
07/1953;0.028044;0.144;Montserrat
08/1953;0.028225999999999998;0.224;Montserrat
09/1953;0.02816;0.356;Montserrat
10/1953;0.027481000000000002;0.403;Montserrat
11/1953;0.026931999999999998;0.189;Montserrat
12/1953;0.025811;0.206;Montserrat
01/1954;0.024791;0.327;Montserrat
02/1954;0.024902999999999998;0.196;Montserrat
03/1954;0.025664000000000003;0.392;Montserrat
04/1954;0.025824000000000003;0.3720000000000001;Montserrat
05/1954;0.027266;0.238;Montserrat
06/1954;0.027672000000000002;0.307;Montserrat
07/1954;0.027916;0.296;Montserrat
08/1954;0.027858;0.331;Montserrat
09/1954;0.027336;0.339;Montserrat
10/1954;0.026465;0.362;Montserrat
11/1954;0.026215;0.29;Montserrat
12/1954;0.024876000000000002;0.478;Montserrat
01/1955;0.024218000000000003;0.32;Montserrat
02/1955;0.025007;0.344;Montserrat
03/1955;0.024965;0.194;Montserrat
04/1955;0.025552;0.278;Montserrat
05/1955;0.027324;0.371;Montserrat
06/1955;0.027722;0.397;Montserrat
07/1955;0.027985;0.653;Montserrat
08/1955;0.028236999999999998;0.29;Montserrat
09/1955;0.027815000000000003;0.344;Montserrat
10/1955;0.027374;0.257;Montserrat
11/1955;0.026814;0.196;Montserrat
12/1955;0.025710999999999998;0.278;Montserrat
01/1956;0.024940999999999998;0.306;Montserrat
02/1956;0.025001000000000002;0.379;Montserrat
03/1956;0.02564;0.326;Montserrat
04/1956;0.026033999999999998;0.601;Montserrat
05/1956;0.02673;0.304;Montserrat
06/1956;0.027026;0.355;Montserrat
07/1956;0.027443000000000002;0.1639999999999999;Montserrat
08/1956;0.027370000000000002;0.255;Montserrat
09/1956;0.027597;0.325;Montserrat
10/1956;0.026981;0.285;Montserrat
11/1956;0.026371;0.608;Montserrat
12/1956;0.025227;0.488;Montserrat
01/1957;0.02469;0.286;Montserrat
02/1957;0.02497;0.542;Montserrat
03/1957;0.025266999999999998;0.511;Montserrat
04/1957;0.025835999999999998;0.612;Montserrat
05/1957;0.026946;0.274;Montserrat
06/1957;0.02788;0.551;Montserrat
07/1957;0.028125;0.459;Montserrat
08/1957;0.028319000000000004;0.836;Montserrat
09/1957;0.027972;0.574;Montserrat
10/1957;0.027256;0.581;Montserrat
11/1957;0.026568;0.47;Montserrat
12/1957;0.025511;0.266;Montserrat
01/1958;0.0251;0.534;Montserrat
02/1958;0.025151;0.519;Montserrat
03/1958;0.026751999999999998;0.517;Montserrat
04/1958;0.027367000000000002;0.421;Montserrat
05/1958;0.027593000000000003;0.374;Montserrat
06/1958;0.02832;0.484;Montserrat
07/1958;0.027844999999999998;0.376;Montserrat
08/1958;0.028519;0.483;Montserrat
09/1958;0.028075;0.271;Montserrat
10/1958;0.027171;0.279;Montserrat
11/1958;0.026821;0.458;Montserrat
12/1958;0.025838;0.225;Montserrat
01/1959;0.025207999999999998;0.42;Montserrat
02/1959;0.025094;0.343;Montserrat
03/1959;0.026158;0.203;Montserrat
04/1959;0.026413;0.396;Montserrat
05/1959;0.026574;0.369;Montserrat
06/1959;0.027878;0.506;Montserrat
07/1959;0.028072;0.465;Montserrat
08/1959;0.028164;0.293;Montserrat
09/1959;0.028211;0.258;Montserrat
10/1959;0.027434;0.317;Montserrat
11/1959;0.026716;0.239;Montserrat
12/1959;0.026189;0.185;Montserrat
01/1960;0.025433000000000004;0.36;Montserrat
02/1960;0.025553;0.438;Montserrat
03/1960;0.025768999999999997;0.339;Montserrat
04/1960;0.026306999999999997;0.423;Montserrat
05/1960;0.027610000000000006;0.443;Montserrat
06/1960;0.028371;0.289;Montserrat
07/1960;0.028114;0.405;Montserrat
08/1960;0.028161000000000002;0.623;Montserrat
09/1960;0.027611999999999998;0.255;Montserrat
10/1960;0.02755;0.245;Montserrat
11/1960;0.02694400000000001;0.433;Montserrat
12/1960;0.02545;0.326;Montserrat
01/1961;0.02552;0.464;Montserrat
02/1961;0.025314;0.3670000000000001;Montserrat
03/1961;0.025487;0.62;Montserrat
04/1961;0.026399000000000002;0.426;Montserrat
05/1961;0.027190000000000002;0.393;Montserrat
06/1961;0.027872;0.459;Montserrat
07/1961;0.027755;0.414;Montserrat
08/1961;0.028067;0.318;Montserrat
09/1961;0.027803;0.191;Montserrat
10/1961;0.026983;0.333;Montserrat
11/1961;0.026033999999999998;0.467;Montserrat
12/1961;0.025568;0.349;Montserrat
01/1962;0.024952000000000002;0.381;Montserrat
02/1962;0.024681;0.256;Montserrat
03/1962;0.025564;0.23;Montserrat
04/1962;0.026001999999999997;0.504;Montserrat
05/1962;0.027077;0.386;Montserrat
06/1962;0.027829999999999997;0.5820000000000001;Montserrat
07/1962;0.028329;0.343;Montserrat
08/1962;0.027918000000000002;0.392;Montserrat
09/1962;0.028059;0.409;Montserrat
10/1962;0.027301;0.387;Montserrat
11/1962;0.026751999999999998;0.249;Montserrat
12/1962;0.025952000000000003;0.5529999999999999;Montserrat
01/1963;0.025303;0.333;Montserrat
02/1963;0.025543000000000003;0.307;Montserrat
03/1963;0.025475;0.247;Montserrat
04/1963;0.025981999999999998;0.413;Montserrat
05/1963;0.026811;0.399;Montserrat
06/1963;0.027856000000000002;0.627;Montserrat
07/1963;0.027867;0.76;Montserrat
08/1963;0.028309;0.375;Montserrat
09/1963;0.028193000000000003;0.434;Montserrat
10/1963;0.027637000000000002;0.256;Montserrat
11/1963;0.026828000000000005;0.286;Montserrat
12/1963;0.026285;0.288;Montserrat
01/1964;0.025175;0.369;Montserrat
02/1964;0.025870999999999998;0.333;Montserrat
03/1964;0.025827000000000003;0.35;Montserrat
04/1964;0.025889;0.5579999999999999;Montserrat
05/1964;0.027216999999999998;0.375;Montserrat
06/1964;0.027929;0.459;Montserrat
07/1964;0.027924;0.398;Montserrat
08/1964;0.028015;0.361;Montserrat
09/1964;0.027914;0.267;Montserrat
10/1964;0.027007;0.494;Montserrat
11/1964;0.026382000000000003;0.505;Montserrat
12/1964;0.024695;0.343;Montserrat
01/1965;0.024568000000000003;0.485;Montserrat
02/1965;0.024724;0.406;Montserrat
03/1965;0.025661999999999997;0.431;Montserrat
04/1965;0.025433000000000004;0.38;Montserrat
05/1965;0.026815000000000002;0.267;Montserrat
06/1965;0.027317;0.474;Montserrat
07/1965;0.027580999999999998;0.408;Montserrat
08/1965;0.027753;0.5589999999999999;Montserrat
09/1965;0.027504;0.212;Montserrat
10/1965;0.027007;0.374;Montserrat
11/1965;0.02657;0.39;Montserrat
12/1965;0.025606999999999998;0.557;Montserrat
01/1966;0.02539;0.57;Montserrat
02/1966;0.025135;0.315;Montserrat
03/1966;0.025735;0.299;Montserrat
04/1966;0.026302;0.5529999999999999;Montserrat
05/1966;0.026764000000000007;0.484;Montserrat
06/1966;0.027471;0.392;Montserrat
07/1966;0.027469;0.934;Montserrat
08/1966;0.027825;0.342;Montserrat
09/1966;0.027579;0.254;Montserrat
10/1966;0.027285;0.269;Montserrat
11/1966;0.026497;0.304;Montserrat
12/1966;0.02526;0.402;Montserrat
01/1967;0.024954;0.192;Montserrat
02/1967;0.025047999999999997;0.296;Montserrat
03/1967;0.024765000000000002;0.476;Montserrat
04/1967;0.025361;0.284;Montserrat
05/1967;0.026523000000000005;0.226;Montserrat
06/1967;0.027473;0.302;Montserrat
07/1967;0.027549;0.545;Montserrat
08/1967;0.027725000000000003;0.408;Montserrat
09/1967;0.027602;0.362;Montserrat
10/1967;0.027053999999999998;0.245;Montserrat
11/1967;0.026531;0.248;Montserrat
12/1967;0.024987;0.591;Montserrat
01/1968;0.024321000000000002;0.363;Montserrat
02/1968;0.024652999999999998;0.53;Montserrat
03/1968;0.024972;0.53;Montserrat
04/1968;0.025234000000000003;0.464;Montserrat
05/1968;0.026915000000000005;0.244;Montserrat
06/1968;0.027277000000000003;0.328;Montserrat
07/1968;0.027665;0.26;Montserrat
08/1968;0.027919;0.245;Montserrat
09/1968;0.027902;0.205;Montserrat
10/1968;0.027304;0.277;Montserrat
11/1968;0.02673;0.347;Montserrat
12/1968;0.025381;0.401;Montserrat
01/1969;0.02466;0.217;Montserrat
02/1969;0.024710999999999997;0.491;Montserrat
03/1969;0.026112;0.312;Montserrat
04/1969;0.027146;0.18;Montserrat
05/1969;0.027672000000000002;0.26;Montserrat
06/1969;0.028149999999999998;0.215;Montserrat
07/1969;0.027928;0.5660000000000001;Montserrat
08/1969;0.027942;0.195;Montserrat
09/1969;0.027829;0.25;Montserrat
10/1969;0.027388000000000003;0.276;Montserrat
11/1969;0.026806999999999997;0.256;Montserrat
12/1969;0.025603;0.417;Montserrat
01/1970;0.025562;0.502;Montserrat
02/1970;0.025358000000000002;0.197;Montserrat
03/1970;0.025652;0.436;Montserrat
04/1970;0.026588;0.305;Montserrat
05/1970;0.027260000000000003;0.264;Montserrat
06/1970;0.027592;0.451;Montserrat
07/1970;0.027652999999999997;0.251;Montserrat
08/1970;0.027795999999999998;0.331;Montserrat
09/1970;0.027633;0.342;Montserrat
10/1970;0.027091999999999998;0.381;Montserrat
11/1970;0.026449;0.386;Montserrat
12/1970;0.025553;0.21;Montserrat
01/1971;0.02503;0.319;Montserrat
02/1971;0.024820000000000002;0.371;Montserrat
03/1971;0.025451;0.325;Montserrat
04/1971;0.025866;0.317;Montserrat
05/1971;0.026514000000000006;0.163;Montserrat
06/1971;0.027489999999999997;0.208;Montserrat
07/1971;0.027682;0.211;Montserrat
08/1971;0.027499;0.205;Montserrat
09/1971;0.027714;0.366;Montserrat
10/1971;0.026948;0.21;Montserrat
11/1971;0.026165000000000008;0.531;Montserrat
12/1971;0.0249;0.373;Montserrat
01/1972;0.024732;0.415;Montserrat
02/1972;0.024759;0.199;Montserrat
03/1972;0.0253;0.19;Montserrat
04/1972;0.02609;0.178;Montserrat
05/1972;0.026676;0.226;Montserrat
06/1972;0.027579999999999997;0.283;Montserrat
07/1972;0.027867;0.412;Montserrat
08/1972;0.027736;0.354;Montserrat
09/1972;0.02779;0.243;Montserrat
10/1972;0.027261;0.278;Montserrat
11/1972;0.026783;0.394;Montserrat
12/1972;0.025564;0.6659999999999999;Montserrat
01/1973;0.025628;0.478;Montserrat
02/1973;0.025261;0.6459999999999999;Montserrat
03/1973;0.025955;0.469;Montserrat
04/1973;0.026362;0.221;Montserrat
05/1973;0.027646;0.269;Montserrat
06/1973;0.027967;0.248;Montserrat
07/1973;0.0282;0.428;Montserrat
08/1973;0.028213000000000002;0.379;Montserrat
09/1973;0.027703000000000002;0.341;Montserrat
10/1973;0.027468000000000003;0.334;Montserrat
11/1973;0.026698;0.412;Montserrat
12/1973;0.024845;0.161;Montserrat
01/1974;0.024684;0.222;Montserrat
02/1974;0.024849;0.176;Montserrat
03/1974;0.025222;0.318;Montserrat
04/1974;0.025508000000000003;0.297;Montserrat
05/1974;0.026640999999999998;0.182;Montserrat
06/1974;0.027441;0.158;Montserrat
07/1974;0.027864;0.283;Montserrat
08/1974;0.028007;0.3229999999999999;Montserrat
09/1974;0.027129;0.331;Montserrat
10/1974;0.026725000000000002;0.324;Montserrat
11/1974;0.026357;0.411;Montserrat
12/1974;0.025074000000000003;0.306;Montserrat
01/1975;0.024461;0.236;Montserrat
02/1975;0.024685;0.223;Montserrat
03/1975;0.025309;0.337;Montserrat
04/1975;0.025764;0.178;Montserrat
05/1975;0.026572000000000005;0.254;Montserrat
06/1975;0.02763;0.226;Montserrat
07/1975;0.027918000000000002;0.385;Montserrat
08/1975;0.028093000000000003;0.53;Montserrat
09/1975;0.027613000000000002;0.315;Montserrat
10/1975;0.026721;0.196;Montserrat
11/1975;0.026015999999999997;0.276;Montserrat
12/1975;0.024654;0.348;Montserrat
01/1976;0.024026;0.235;Montserrat
02/1976;0.02400500000000001;0.247;Montserrat
03/1976;0.024241;0.356;Montserrat
04/1976;0.025396000000000002;0.099;Montserrat
05/1976;0.026646;0.351;Montserrat
06/1976;0.027083;0.322;Montserrat
07/1976;0.027736;0.489;Montserrat
08/1976;0.027822;0.338;Montserrat
09/1976;0.027806;0.322;Montserrat
10/1976;0.027322;0.226;Montserrat
11/1976;0.026961;0.27;Montserrat
12/1976;0.025455;0.284;Montserrat
01/1977;0.025292000000000002;0.215;Montserrat
02/1977;0.025615;0.339;Montserrat
03/1977;0.025764;0.232;Montserrat
04/1977;0.025897;0.175;Montserrat
05/1977;0.027244;0.355;Montserrat
06/1977;0.027961;0.27;Montserrat
07/1977;0.028236999999999998;0.344;Montserrat
08/1977;0.027863000000000002;0.297;Montserrat
09/1977;0.027731000000000002;0.252;Montserrat
10/1977;0.027383;0.312;Montserrat
11/1977;0.026664;0.33;Montserrat
12/1977;0.025827000000000003;0.26;Montserrat
01/1978;0.024999;0.429;Montserrat
02/1978;0.025453000000000003;0.312;Montserrat
03/1978;0.026036999999999998;0.211;Montserrat
04/1978;0.026466;0.31;Montserrat
05/1978;0.027347;0.251;Montserrat
06/1978;0.027802;0.238;Montserrat
07/1978;0.027798;0.325;Montserrat
08/1978;0.027816;0.424;Montserrat
09/1978;0.028087;0.151;Montserrat
10/1978;0.027335;0.189;Montserrat
11/1978;0.026616;0.213;Montserrat
12/1978;0.025901;0.224;Montserrat
01/1979;0.024613000000000003;0.332;Montserrat
02/1979;0.025294;0.232;Montserrat
03/1979;0.025331;0.238;Montserrat
04/1979;0.026088;0.438;Montserrat
05/1979;0.027137;0.312;Montserrat
06/1979;0.027812;0.253;Montserrat
07/1979;0.027738000000000002;0.174;Montserrat
08/1979;0.028210000000000002;0.295;Montserrat
09/1979;0.027361999999999997;0.193;Montserrat
10/1979;0.027287;0.259;Montserrat
11/1979;0.026756;0.133;Montserrat
12/1979;0.025664000000000003;0.245;Montserrat
01/1980;0.025082;0.184;Montserrat
02/1980;0.025486;0.187;Montserrat
03/1980;0.025783999999999998;0.172;Montserrat
04/1980;0.026535;0.194;Montserrat
05/1980;0.028082999999999997;0.1689999999999999;Montserrat
06/1980;0.028363000000000003;0.359;Montserrat
07/1980;0.028134;0.233;Montserrat
08/1980;0.028304;0.2;Montserrat
09/1980;0.028291;0.211;Montserrat
10/1980;0.027833;0.219;Montserrat
11/1980;0.027181999999999998;0.294;Montserrat
12/1980;0.025828000000000004;0.185;Montserrat
01/1981;0.025696999999999998;0.3;Montserrat
02/1981;0.025547999999999998;0.272;Montserrat
03/1981;0.026338999999999998;0.28;Montserrat
04/1981;0.026126;0.287;Montserrat
05/1981;0.027471;0.183;Montserrat
06/1981;0.027825;0.417;Montserrat
07/1981;0.027903999999999998;0.298;Montserrat
08/1981;0.028305;0.222;Montserrat
09/1981;0.028213000000000002;0.357;Montserrat
10/1981;0.027409;0.395;Montserrat
11/1981;0.027246;0.349;Montserrat
12/1981;0.026123999999999998;0.309;Montserrat
01/1982;0.025394;0.258;Montserrat
02/1982;0.025252;0.4;Montserrat
03/1982;0.025471;0.276;Montserrat
04/1982;0.025977;0.474;Montserrat
05/1982;0.027238000000000002;0.189;Montserrat
06/1982;0.027899;0.242;Montserrat
07/1982;0.027883;0.199;Montserrat
08/1982;0.02801;0.1369999999999999;Montserrat
09/1982;0.027899999999999998;0.215;Montserrat
10/1982;0.027266;0.217;Montserrat
11/1982;0.026323;0.28;Montserrat
12/1982;0.024985;0.259;Montserrat
01/1983;0.025210999999999997;0.305;Montserrat
02/1983;0.025185;0.399;Montserrat
03/1983;0.026486;0.221;Montserrat
04/1983;0.026602;0.304;Montserrat
05/1983;0.027363000000000002;0.456;Montserrat
06/1983;0.028103000000000003;0.32;Montserrat
07/1983;0.028253;0.28;Montserrat
08/1983;0.02822;0.158;Montserrat
09/1983;0.028367999999999997;0.163;Montserrat
10/1983;0.02754;0.261;Montserrat
11/1983;0.02691200000000001;0.313;Montserrat
12/1983;0.026005;0.226;Montserrat
01/1984;0.025221;0.156;Montserrat
02/1984;0.025291;0.26;Montserrat
03/1984;0.025620999999999998;0.22;Montserrat
04/1984;0.026353;0.228;Montserrat
05/1984;0.026818;0.268;Montserrat
06/1984;0.027527;0.311;Montserrat
07/1984;0.027539;0.31;Montserrat
08/1984;0.028111999999999998;0.235;Montserrat
09/1984;0.027569000000000003;0.276;Montserrat
10/1984;0.027304;0.257;Montserrat
11/1984;0.025929999999999998;0.198;Montserrat
12/1984;0.025228;0.132;Montserrat
01/1985;0.024855000000000002;0.317;Montserrat
02/1985;0.025057;0.126;Montserrat
03/1985;0.025151;0.18;Montserrat
04/1985;0.025508000000000003;0.346;Montserrat
05/1985;0.026893999999999998;0.255;Montserrat
06/1985;0.027738000000000002;0.353;Montserrat
07/1985;0.027968000000000003;0.348;Montserrat
08/1985;0.028252;0.278;Montserrat
09/1985;0.02794;0.338;Montserrat
10/1985;0.026954000000000002;0.302;Montserrat
11/1985;0.026507000000000003;0.24;Montserrat
12/1985;0.025742;0.364;Montserrat
01/1986;0.025101;0.342;Montserrat
02/1986;0.024662;0.423;Montserrat
03/1986;0.025589999999999998;0.212;Montserrat
04/1986;0.026284;0.227;Montserrat
05/1986;0.026927000000000003;0.206;Montserrat
06/1986;0.027673;0.129;Montserrat
07/1986;0.027832;0.191;Montserrat
08/1986;0.028146;0.206;Montserrat
